Year,Region,School,School_Key,School Level,grade_level_id,subgroup,Measure_Code,Measure_Name,Essential,Respondent_Type,Score
2025,Unassigned,,NAN,,,FRL,engg,Academic Engagement,Supplemental,Student,57
2025,Unassigned,,NAN,,,Non-FRL,engg,Academic Engagement,Supplemental,Student,51
2025,Unassigned,,NAN,,,IEP,engg,Academic Engagement,Supplemental,Student,74
2025,Unassigned,,NAN,,,Non-IEP,engg,Academic Engagement,Supplemental,Student,52
2025,MO,Gateway Science Academy Middle - Fyler,GATEWAY SCIENCE ACADEMY MIDDLE FYLER,,9,All,engg,Academic Engagement,Supplemental,Student,52
2025,Unassigned,,NAN,,,Boys,engg,Academic Engagement,Supplemental,Student,53
2025,Unassigned,,NAN,,,Girls,engg,Academic Engagement,Supplemental,Student,52
2025,Unassigned,,NAN,,,6th Graders,engg,Academic Engagement,Supplemental,Student,53
2025,Unassigned,,NAN,,,7th Graders,engg,Academic Engagement,Supplemental,Student,48
2025,Unassigned,,NAN,,,8th Graders,engg,Academic Engagement,Supplemental,Student,57
2025,Unassigned,,NAN,,,Asian,engg,Academic Engagement,Supplemental,Student,99
2025,Unassigned,,NAN,,,Black/African Am,engg,Academic Engagement,Supplemental,Student,67
2025,Unassigned,,NAN,,,Latino,engg,Academic Engagement,Supplemental,Student,11
2025,Unassigned,,NAN,,,White,engg,Academic Engagement,Supplemental,Student,49
2025,Unassigned,,NAN,,,Two or more,engg,Academic Engagement,Supplemental,Student,48
2025,Unassigned,,NAN,,,ELL,engg,Academic Engagement,Supplemental,Student,61
2025,Unassigned,,NAN,,,Non-ELL,engg,Academic Engagement,Supplemental,Student,51
2025,Unassigned,,NAN,,,FRL,engg,Academic Engagement,Supplemental,Student,55
2025,Unassigned,,NAN,,,Non-FRL,engg,Academic Engagement,Supplemental,Student,50
2025,Unassigned,,NAN,,,IEP,engg,Academic Engagement,Supplemental,Student,84
2025,Unassigned,,NAN,,,Non-IEP,engg,Academic Engagement,Supplemental,Student,50
2025,IA,Horizon Science Academy - Des Moines,HORIZON SCIENCE ACADEMY DES MOINES,,8,All,engg,Academic Engagement,Supplemental,Student,1
2025,Unassigned,,NAN,,,4th Graders,engg,Academic Engagement,Supplemental,Student,1
2025,Unassigned,,NAN,,,Non-ELL,engg,Academic Engagement,Supplemental,Student,1
2025,IN,Indiana Math and Science Academy - North,INDIANA MATH AND SCIENCE ACADEMY NORTH,,1,All,engl,English Instruction,Ambitious Instruction,Student,45
2025,Unassigned,,NAN,,,Boys,engl,English Instruction,Ambitious Instruction,Student,43
2025,Unassigned,,NAN,,,Girls,engl,English Instruction,Ambitious Instruction,Student,47
2025,Unassigned,,NAN,,,4th Graders,engl,English Instruction,Ambitious Instruction,Student,39
2025,Unassigned,,NAN,,,5th Graders,engl,English Instruction,Ambitious Instruction,Student,48
2025,Unassigned,,NAN,,,6th Graders,engl,English Instruction,Ambitious Instruction,Student,28
2025,Unassigned,,NAN,,,7th Graders,engl,English Instruction,Ambitious Instruction,Student,42
2025,Unassigned,,NAN,,,8th Graders,engl,English Instruction,Ambitious Instruction,Student,65
2025,Unassigned,,NAN,,,9th Graders,engl,English Instruction,Ambitious Instruction,Student,45
2025,Unassigned,,NAN,,,10th Graders,engl,English Instruction,Ambitious Instruction,Student,23
2025,Unassigned,,NAN,,,11th Graders,engl,English Instruction,Ambitious Instruction,Student,58
2025,Unassigned,,NAN,,,12th Graders,engl,English Instruction,Ambitious Instruction,Student,77
2025,Unassigned,,NAN,,,Black/African Am,engl,English Instruction,Ambitious Instruction,Student,46
2025,Unassigned,,NAN,,,Latino,engl,English Instruction,Ambitious Instruction,Student,43
2025,Unassigned,,NAN,,,White,engl,English Instruction,Ambitious Instruction,Student,48
2025,Unassigned,,NAN,,,ELL,engl,English Instruction,Ambitious Instruction,Student,47
2025,Unassigned,,NAN,,,Non-ELL,engl,English Instruction,Ambitious Instruction,Student,44
2025,Unassigned,,NAN,,,FRL,engl,English Instruction,Ambitious Instruction,Student,46
2025,Unassigned,,NAN,,,Non-FRL,engl,English Instruction,Ambitious Instruction,Student,39
2025,Unassigned,,NAN,,,IEP,engl,English Instruction,Ambitious Instruction,Student,64
2025,Unassigned,,NAN,,,Non-IEP,engl,English Instruction,Ambitious Instruction,Student,45
2025,IN,Indiana Math and Science Academy - West,INDIANA MATH AND SCIENCE ACADEMY WEST,,1,All,engl,English Instruction,Ambitious Instruction,Student,51
2025,Unassigned,,NAN,,,Boys,engl,English Instruction,Ambitious Instruction,Student,48
2025,Unassigned,,NAN,,,Girls,engl,English Instruction,Ambitious Instruction,Student,54
2025,Unassigned,,NAN,,,4th Graders,engl,English Instruction,Ambitious Instruction,Student,56
2025,Unassigned,,NAN,,,5th Graders,engl,English Instruction,Ambitious Instruction,Student,44
2025,Unassigned,,NAN,,,6th Graders,engl,English Instruction,Ambitious Instruction,Student,54
2025,Unassigned,,NAN,,,7th Graders,engl,English Instruction,Ambitious Instruction,Student,49
2025,Unassigned,,NAN,,,8th Graders,engl,English Instruction,Ambitious Instruction,Student,51
2025,Unassigned,,NAN,,,Black/African Am,engl,English Instruction,Ambitious Instruction,Student,52
2025,Unassigned,,NAN,,,Latino,engl,English Instruction,Ambitious Instruction,Student,51
2025,Unassigned,,NAN,,,ELL,engl,English Instruction,Ambitious Instruction,Student,60
2025,Unassigned,,NAN,,,Non-ELL,engl,English Instruction,Ambitious Instruction,Student,47
2025,Unassigned,,NAN,,,FRL,engl,English Instruction,Ambitious Instruction,Student,49
2025,Unassigned,,NAN,,,Non-FRL,engl,English Instruction,Ambitious Instruction,Student,61
2025,Unassigned,,NAN,,,IEP,engl,English Instruction,Ambitious Instruction,Student,39
2025,Unassigned,,NAN,,,Non-IEP,engl,English Instruction,Ambitious Instruction,Student,52
2025,MI,Michigan Math and Science Academy - Dequindre,MICHIGAN MATH AND SCIENCE ACADEMY DEQUINDRE,,1,All,engl,English Instruction,Ambitious Instruction,Student,57
2025,Unassigned,,NAN,,,Boys,engl,English Instruction,Ambitious Instruction,Student,50
2025,Unassigned,,NAN,,,Girls,engl,English Instruction,Ambitious Instruction,Student,64
2025,Unassigned,,NAN,,,4th Graders,engl,English Instruction,Ambitious Instruction,Student,42
2025,Unassigned,,NAN,,,5th Graders,engl,English Instruction,Ambitious Instruction,Student,76
2025,Unassigned,,NAN,,,6th Graders,engl,English Instruction,Ambitious Instruction,Student,57
2025,Unassigned,,NAN,,,7th Graders,engl,English Instruction,Ambitious Instruction,Student,83
2025,Unassigned,,NAN,,,8th Graders,engl,English Instruction,Ambitious Instruction,Student,40
2025,Unassigned,,NAN,,,9th Graders,engl,English Instruction,Ambitious Instruction,Student,51
2025,Unassigned,,NAN,,,10th Graders,engl,English Instruction,Ambitious Instruction,Student,42
2025,Unassigned,,NAN,,,11th Graders,engl,English Instruction,Ambitious Instruction,Student,53
2025,Unassigned,,NAN,,,12th Graders,engl,English Instruction,Ambitious Instruction,Student,59
2025,Unassigned,,NAN,,,Asian,engl,English Instruction,Ambitious Instruction,Student,64
2025,Unassigned,,NAN,,,Black/African Am,engl,English Instruction,Ambitious Instruction,Student,58
2025,Unassigned,,NAN,,,White,engl,English Instruction,Ambitious Instruction,Student,42
2025,Unassigned,,NAN,,,ELL,engl,English Instruction,Ambitious Instruction,Student,77
2025,Unassigned,,NAN,,,Non-ELL,engl,English Instruction,Ambitious Instruction,Student,55
2025,Unassigned,,NAN,,,FRL,engl,English Instruction,Ambitious Instruction,Student,57
2025,Unassigned,,NAN,,,IEP,engl,English Instruction,Ambitious Instruction,Student,51
2025,Unassigned,,NAN,,,Non-IEP,engl,English Instruction,Ambitious Instruction,Student,57
2025,MI,Michigan Math and Science Academy - Lorraine,MICHIGAN MATH AND SCIENCE ACADEMY LORRAINE,,1,All,engl,English Instruction,Ambitious Instruction,Student,55
2025,Unassigned,,NAN,,,Boys,engl,English Instruction,Ambitious Instruction,Student,80
2025,Unassigned,,NAN,,,Girls,engl,English Instruction,Ambitious Instruction,Student,42
2025,Unassigned,,NAN,,,4th Graders,engl,English Instruction,Ambitious Instruction,Student,72
2025,Unassigned,,NAN,,,5th Graders,engl,English Instruction,Ambitious Instruction,Student,37
2025,Unassigned,,NAN,,,Black/African Am,engl,English Instruction,Ambitious Instruction,Student,55
2025,Unassigned,,NAN,,,Non-ELL,engl,English Instruction,Ambitious Instruction,Student,55
2025,Unassigned,,NAN,,,FRL,engl,English Instruction,Ambitious Instruction,Student,55
2025,Unassigned,,NAN,,,Non-IEP,engl,English Instruction,Ambitious Instruction,Student,55
2025,MO,Gateway Science Academy - Smiley,GATEWAY SCIENCE ACADEMY SMILEY,,8,All,engl,English Instruction,Ambitious Instruction,Student,25
2025,Unassigned,,NAN,,,Boys,engl,English Instruction,Ambitious Instruction,Student,28
2025,Unassigned,,NAN,,,Girls,engl,English Instruction,Ambitious Instruction,Student,23
2025,Unassigned,,NAN,,,4th Graders,engl,English Instruction,Ambitious Instruction,Student,6
2025,Unassigned,,NAN,,,5th Graders,engl,English Instruction,Ambitious Instruction,Student,41
2025,Unassigned,,NAN,,,Black/African Am,engl,English Instruction,Ambitious Instruction,Student,21
2025,Unassigned,,NAN,,,White,engl,English Instruction,Ambitious Instruction,Student,15
2025,Unassigned,,NAN,,,ELL,engl,English Instruction,Ambitious Instruction,Student,53
2025,Unassigned,,NAN,,,Non-ELL,engl,English Instruction,Ambitious Instruction,Student,19
2025,Unassigned,,NAN,,,FRL,engl,English Instruction,Ambitious Instruction,Student,16
2025,Unassigned,,NAN,,,Non-FRL,engl,English Instruction,Ambitious Instruction,Student,30
2025,Unassigned,,NAN,,,IEP,engl,English Instruction,Ambitious Instruction,Student,2
2025,Unassigned,,NAN,,,Non-IEP,engl,English Instruction,Ambitious Instruction,Student,28
2025,MO,Gateway Science Academy - South,GATEWAY SCIENCE ACADEMY SOUTH,,8,All,engl,English Instruction,Ambitious Instruction,Student,67
2025,Unassigned,,NAN,,,Boys,engl,English Instruction,Ambitious Instruction,Student,66
2025,Unassigned,,NAN,,,Girls,engl,English Instruction,Ambitious Instruction,Student,67
2025,Unassigned,,NAN,,,4th Graders,engl,English Instruction,Ambitious Instruction,Student,61
2025,Unassigned,,NAN,,,5th Graders,engl,English Instruction,Ambitious Instruction,Student,72
2025,Unassigned,,NAN,,,Black/African Am,engl,English Instruction,Ambitious Instruction,Student,65
2025,Unassigned,,NAN,,,White,engl,English Instruction,Ambitious Instruction,Student,63
2025,Unassigned,,NAN,,,Two or more,engl,English Instruction,Ambitious Instruction,Student,82
2025,Unassigned,,NAN,,,ELL,engl,English Instruction,Ambitious Instruction,Student,82
2025,Unassigned,,NAN,,,Non-ELL,engl,English Instruction,Ambitious Instruction,Student,61
2025,Unassigned,,NAN,,,FRL,engl,English Instruction,Ambitious Instruction,Student,78
2025,Unassigned,,NAN,,,Non-FRL,engl,English Instruction,Ambitious Instruction,Student,50
2025,Unassigned,,NAN,,,IEP,engl,English Instruction,Ambitious Instruction,Student,51
2025,Unassigned,,NAN,,,Non-IEP,engl,English Instruction,Ambitious Instruction,Student,70
2025,MN,Horizon Science Academy - Twin Cities,HORIZON SCIENCE ACADEMY TWIN CITIES,,1,All,engl,English Instruction,Ambitious Instruction,Student,65
2025,Unassigned,,NAN,,,Boys,engl,English Instruction,Ambitious Instruction,Student,59
2025,Unassigned,,NAN,,,Girls,engl,English Instruction,Ambitious Instruction,Student,68
2025,Unassigned,,NAN,,,4th Graders,engl,English Instruction,Ambitious Instruction,Student,99
2025,Unassigned,,NAN,,,5th Graders,engl,English Instruction,Ambitious Instruction,Student,39
2025,Unassigned,,NAN,,,6th Graders,engl,English Instruction,Ambitious Instruction,Student,50
2025,Unassigned,,NAN,,,7th Graders,engl,English Instruction,Ambitious Instruction,Student,39
2025,Unassigned,,NAN,,,Black/African Am,engl,English Instruction,Ambitious Instruction,Student,76
2025,Unassigned,,NAN,,,ELL,engl,English Instruction,Ambitious Instruction,Student,60
2025,Unassigned,,NAN,,,Non-ELL,engl,English Instruction,Ambitious Instruction,Student,72
2025,Unassigned,,NAN,,,FRL,engl,English Instruction,Ambitious Instruction,Student,62
2025,Unassigned,,NAN,,,Non-FRL,engl,English Instruction,Ambitious Instruction,Student,65
2025,Unassigned,,NAN,,,Non-IEP,engl,English Instruction,Ambitious Instruction,Student,65
2025,MN,Minnesota Math and Science Academy,MINNESOTA MATH AND SCIENCE ACADEMY,,1,All,engl,English Instruction,Ambitious Instruction,Student,54
2025,Unassigned,,NAN,,,Boys,engl,English Instruction,Ambitious Instruction,Student,52
2025,Unassigned,,NAN,,,Girls,engl,English Instruction,Ambitious Instruction,Student,55
2025,Unassigned,,NAN,,,4th Graders,engl,English Instruction,Ambitious Instruction,Student,53
2025,Unassigned,,NAN,,,5th Graders,engl,English Instruction,Ambitious Instruction,Student,1
2025,Unassigned,,NAN,,,6th Graders,engl,English Instruction,Ambitious Instruction,Student,47
2025,Unassigned,,NAN,,,7th Graders,engl,English Instruction,Ambitious Instruction,Student,72
2025,Unassigned,,NAN,,,8th Graders,engl,English Instruction,Ambitious Instruction,Student,56
2025,Unassigned,,NAN,,,9th Graders,engl,English Instruction,Ambitious Instruction,Student,71
2025,Unassigned,,NAN,,,10th Graders,engl,English Instruction,Ambitious Instruction,Student,44
2025,Unassigned,,NAN,,,11th Graders,engl,English Instruction,Ambitious Instruction,Student,62
2025,Unassigned,,NAN,,,12th Graders,engl,English Instruction,Ambitious Instruction,Student,51
2025,Unassigned,,NAN,,,Black/African Am,engl,English Instruction,Ambitious Instruction,Student,58
2025,Unassigned,,NAN,,,ELL,engl,English Instruction,Ambitious Instruction,Student,54
2025,Unassigned,,NAN,,,Non-ELL,engl,English Instruction,Ambitious Instruction,Student,54
2025,Unassigned,,NAN,,,FRL,engl,English Instruction,Ambitious Instruction,Student,58
2025,Unassigned,,NAN,,,Non-FRL,engl,English Instruction,Ambitious Instruction,Student,53
2025,Unassigned,,NAN,,,Non-IEP,engl,English Instruction,Ambitious Instruction,Student,54
2025,DC,Horizon Science Academy - Cincinnati,HORIZON SCIENCE ACADEMY CINCINNATI,,1,All,engl,English Instruction,Ambitious Instruction,Student,64
2025,Unassigned,,NAN,,,Boys,engl,English Instruction,Ambitious Instruction,Student,58
2025,Unassigned,,NAN,,,Girls,engl,English Instruction,Ambitious Instruction,Student,70
2025,Unassigned,,NAN,,,6th Graders,engl,English Instruction,Ambitious Instruction,Student,65
2025,Unassigned,,NAN,,,7th Graders,engl,English Instruction,Ambitious Instruction,Student,70
2025,Unassigned,,NAN,,,8th Graders,engl,English Instruction,Ambitious Instruction,Student,57
2025,Unassigned,,NAN,,,Black/African Am,engl,English Instruction,Ambitious Instruction,Student,66
2025,Unassigned,,NAN,,,Non-ELL,engl,English Instruction,Ambitious Instruction,Student,66
2025,Unassigned,,NAN,,,FRL,engl,English Instruction,Ambitious Instruction,Student,66
2025,Unassigned,,NAN,,,Non-FRL,engl,English Instruction,Ambitious Instruction,Student,58
2025,Unassigned,,NAN,,,IEP,engl,English Instruction,Ambitious Instruction,Student,68
2025,Unassigned,,NAN,,,Non-IEP,engl,English Instruction,Ambitious Instruction,Student,63
2025,NO,Horizon Science Academy - Cleveland High,HORIZON SCIENCE ACADEMY CLEVELAND HIGH,,2,All,engl,English Instruction,Ambitious Instruction,Student,65
2025,Unassigned,,NAN,,,Boys,engl,English Instruction,Ambitious Instruction,Student,68
2025,Unassigned,,NAN,,,Girls,engl,English Instruction,Ambitious Instruction,Student,61
2025,Unassigned,,NAN,,,9th Graders,engl,English Instruction,Ambitious Instruction,Student,51
2025,Unassigned,,NAN,,,10th Graders,engl,English Instruction,Ambitious Instruction,Student,74
2025,Unassigned,,NAN,,,11th Graders,engl,English Instruction,Ambitious Instruction,Student,75
2025,Unassigned,,NAN,,,12th Graders,engl,English Instruction,Ambitious Instruction,Student,81
2025,Unassigned,,NAN,,,Black/African Am,engl,English Instruction,Ambitious Instruction,Student,65
2025,Unassigned,,NAN,,,Non-ELL,engl,English Instruction,Ambitious Instruction,Student,65
2025,Unassigned,,NAN,,,FRL,engl,English Instruction,Ambitious Instruction,Student,66
2025,Unassigned,,NAN,,,Non-FRL,engl,English Instruction,Ambitious Instruction,Student,65
2025,Unassigned,,NAN,,,IEP,engl,English Instruction,Ambitious Instruction,Student,32
2025,Unassigned,,NAN,,,Non-IEP,engl,English Instruction,Ambitious Instruction,Student,71
2025,Unassigned,Horizon Science Academy - Cleveland Middle,HORIZON SCIENCE ACADEMY CLEVELAND MIDDLE,,1,All,engl,English Instruction,Ambitious Instruction,Student,57
2025,Unassigned,,NAN,,,Boys,engl,English Instruction,Ambitious Instruction,Student,47
2025,Unassigned,,NAN,,,Girls,engl,English Instruction,Ambitious Instruction,Student,67
2025,Unassigned,,NAN,,,4th Graders,engl,English Instruction,Ambitious Instruction,Student,56
2025,Unassigned,,NAN,,,5th Graders,engl,English Instruction,Ambitious Instruction,Student,51
2025,Unassigned,,NAN,,,6th Graders,engl,English Instruction,Ambitious Instruction,Student,49
2025,Unassigned,,NAN,,,7th Graders,engl,English Instruction,Ambitious Instruction,Student,71
2025,Unassigned,,NAN,,,8th Graders,engl,English Instruction,Ambitious Instruction,Student,60
2025,Unassigned,,NAN,,,Black/African Am,engl,English Instruction,Ambitious Instruction,Student,56
2025,Unassigned,,NAN,,,Non-ELL,engl,English Instruction,Ambitious Instruction,Student,57
2025,Unassigned,,NAN,,,FRL,engl,English Instruction,Ambitious Instruction,Student,58
2025,Unassigned,,NAN,,,Non-FRL,engl,English Instruction,Ambitious Instruction,Student,57
2025,Unassigned,,NAN,,,IEP,engl,English Instruction,Ambitious Instruction,Student,47
2025,Unassigned,,NAN,,,Non-IEP,engl,English Instruction,Ambitious Instruction,Student,59
2025,Columbus,Horizon Science Academy - Columbus Elementary,HORIZON SCIENCE ACADEMY COLUMBUS ELEMENTARY,,8,All,engl,English Instruction,Ambitious Instruction,Student,72
2025,Unassigned,,NAN,,,Boys,engl,English Instruction,Ambitious Instruction,Student,70
2025,Unassigned,,NAN,,,Girls,engl,English Instruction,Ambitious Instruction,Student,74
2025,Unassigned,,NAN,,,4th Graders,engl,English Instruction,Ambitious Instruction,Student,68
2025,Unassigned,,NAN,,,5th Graders,engl,English Instruction,Ambitious Instruction,Student,76
2025,Unassigned,,NAN,,,Black/African Am,engl,English Instruction,Ambitious Instruction,Student,74
2025,Unassigned,,NAN,,,Latino,engl,English Instruction,Ambitious Instruction,Student,79
2025,Unassigned,,NAN,,,White,engl,English Instruction,Ambitious Instruction,Student,63
2025,Unassigned,,NAN,,,ELL,engl,English Instruction,Ambitious Instruction,Student,60
2025,Unassigned,,NAN,,,Non-ELL,engl,English Instruction,Ambitious Instruction,Student,76
2025,Unassigned,,NAN,,,FRL,engl,English Instruction,Ambitious Instruction,Student,75
2025,Unassigned,,NAN,,,Non-FRL,engl,English Instruction,Ambitious Instruction,Student,64
2025,Unassigned,,NAN,,,IEP,engl,English Instruction,Ambitious Instruction,Student,66
2025,Unassigned,,NAN,,,Non-IEP,engl,English Instruction,Ambitious Instruction,Student,72
2025,Unassigned,Horizon Science Academy - Columbus High,HORIZON SCIENCE ACADEMY COLUMBUS HIGH,,2,All,engl,English Instruction,Ambitious Instruction,Student,65
2025,Unassigned,,NAN,,,Boys,engl,English Instruction,Ambitious Instruction,Student,58
2025,Unassigned,,NAN,,,Girls,engl,English Instruction,Ambitious Instruction,Student,73
2025,Unassigned,,NAN,,,9th Graders,engl,English Instruction,Ambitious Instruction,Student,62
2025,Unassigned,,NAN,,,10th Graders,engl,English Instruction,Ambitious Instruction,Student,71
2025,Unassigned,,NAN,,,11th Graders,engl,English Instruction,Ambitious Instruction,Student,87
2025,Unassigned,,NAN,,,12th Graders,engl,English Instruction,Ambitious Instruction,Student,33
2025,Unassigned,,NAN,,,Black/African Am,engl,English Instruction,Ambitious Instruction,Student,67
2025,Unassigned,,NAN,,,Latino,engl,English Instruction,Ambitious Instruction,Student,62
2025,Unassigned,,NAN,,,White,engl,English Instruction,Ambitious Instruction,Student,49
2025,Unassigned,,NAN,,,Two or more,engl,English Instruction,Ambitious Instruction,Student,37
2025,Unassigned,,NAN,,,ELL,engl,English Instruction,Ambitious Instruction,Student,71
2025,Unassigned,,NAN,,,Non-ELL,engl,English Instruction,Ambitious Instruction,Student,63
2025,Unassigned,,NAN,,,FRL,engl,English Instruction,Ambitious Instruction,Student,67
2025,Unassigned,,NAN,,,Non-FRL,engl,English Instruction,Ambitious Instruction,Student,61
2025,Unassigned,,NAN,,,IEP,engl,English Instruction,Ambitious Instruction,Student,48
2025,Unassigned,,NAN,,,Non-IEP,engl,English Instruction,Ambitious Instruction,Student,66
2025,Columbus,Horizon Science Academy - Columbus Middle,HORIZON SCIENCE ACADEMY COLUMBUS MIDDLE,,9,All,engl,English Instruction,Ambitious Instruction,Student,72
2025,Unassigned,,NAN,,,Boys,engl,English Instruction,Ambitious Instruction,Student,67
2025,Unassigned,,NAN,,,Girls,engl,English Instruction,Ambitious Instruction,Student,77
2025,Unassigned,,NAN,,,6th Graders,engl,English Instruction,Ambitious Instruction,Student,73
2025,Unassigned,,NAN,,,7th Graders,engl,English Instruction,Ambitious Instruction,Student,73
2025,Unassigned,,NAN,,,8th Graders,engl,English Instruction,Ambitious Instruction,Student,71
2025,Unassigned,,NAN,,,Black/African Am,engl,English Instruction,Ambitious Instruction,Student,71
2025,Unassigned,,NAN,,,Latino,engl,English Instruction,Ambitious Instruction,Student,89
2025,Unassigned,,NAN,,,Two or more,engl,English Instruction,Ambitious Instruction,Student,78
2025,Unassigned,,NAN,,,ELL,engl,English Instruction,Ambitious Instruction,Student,85
2025,Unassigned,,NAN,,,Non-ELL,engl,English Instruction,Ambitious Instruction,Student,68
2025,Unassigned,,NAN,,,FRL,engl,English Instruction,Ambitious Instruction,Student,73
2025,Unassigned,,NAN,,,Non-FRL,engl,English Instruction,Ambitious Instruction,Student,72
2025,Unassigned,,NAN,,,IEP,engl,English Instruction,Ambitious Instruction,Student,51
2025,Unassigned,,NAN,,,Non-IEP,engl,English Instruction,Ambitious Instruction,Student,75
2025,DC,Horizon Science Academy - Dayton Downtown,HORIZON SCIENCE ACADEMY DAYTON DOWNTOWN,,1,All,engl,English Instruction,Ambitious Instruction,Student,63
2025,Unassigned,,NAN,,,Boys,engl,English Instruction,Ambitious Instruction,Student,36
2025,Unassigned,,NAN,,,Girls,engl,English Instruction,Ambitious Instruction,Student,86
2025,Unassigned,,NAN,,,4th Graders,engl,English Instruction,Ambitious Instruction,Student,57
2025,Unassigned,,NAN,,,5th Graders,engl,English Instruction,Ambitious Instruction,Student,52
2025,Unassigned,,NAN,,,6th Graders,engl,English Instruction,Ambitious Instruction,Student,87
2025,Unassigned,,NAN,,,7th Graders,engl,English Instruction,Ambitious Instruction,Student,60
2025,Unassigned,,NAN,,,8th Graders,engl,English Instruction,Ambitious Instruction,Student,62
2025,Unassigned,,NAN,,,Black/African Am,engl,English Instruction,Ambitious Instruction,Student,65
2025,Unassigned,,NAN,,,White,engl,English Instruction,Ambitious Instruction,Student,64
2025,Unassigned,,NAN,,,Non-ELL,engl,English Instruction,Ambitious Instruction,Student,65
2025,Unassigned,,NAN,,,FRL,engl,English Instruction,Ambitious Instruction,Student,58
2025,Unassigned,,NAN,,,Non-FRL,engl,English Instruction,Ambitious Instruction,Student,82
2025,Unassigned,,NAN,,,IEP,engl,English Instruction,Ambitious Instruction,Student,51
2025,Unassigned,,NAN,,,Non-IEP,engl,English Instruction,Ambitious Instruction,Student,67
2025,DC,Horizon Science Academy - Dayton Elementary,HORIZON SCIENCE ACADEMY DAYTON ELEMENTARY,,8,All,engl,English Instruction,Ambitious Instruction,Student,84
2025,Unassigned,,NAN,,,Boys,engl,English Instruction,Ambitious Instruction,Student,88
2025,Unassigned,,NAN,,,Girls,engl,English Instruction,Ambitious Instruction,Student,80
2025,Unassigned,,NAN,,,4th Graders,engl,English Instruction,Ambitious Instruction,Student,95
2025,Unassigned,,NAN,,,5th Graders,engl,English Instruction,Ambitious Instruction,Student,77
2025,Unassigned,,NAN,,,Black/African Am,engl,English Instruction,Ambitious Instruction,Student,83
2025,Unassigned,,NAN,,,Non-ELL,engl,English Instruction,Ambitious Instruction,Student,84
2025,Unassigned,,NAN,,,FRL,engl,English Instruction,Ambitious Instruction,Student,78
2025,Unassigned,,NAN,,,Non-IEP,engl,English Instruction,Ambitious Instruction,Student,83
2025,DC,Horizon Science Academy - Dayton High,HORIZON SCIENCE ACADEMY DAYTON HIGH,,2,All,engl,English Instruction,Ambitious Instruction,Student,61
2025,Unassigned,,NAN,,,Boys,engl,English Instruction,Ambitious Instruction,Student,49
2025,Unassigned,,NAN,,,Girls,engl,English Instruction,Ambitious Instruction,Student,72
2025,Unassigned,,NAN,,,6th Graders,engl,English Instruction,Ambitious Instruction,Student,99
2025,Unassigned,,NAN,,,7th Graders,engl,English Instruction,Ambitious Instruction,Student,69
2025,Unassigned,,NAN,,,8th Graders,engl,English Instruction,Ambitious Instruction,Student,68
2025,Unassigned,,NAN,,,9th Graders,engl,English Instruction,Ambitious Instruction,Student,28
2025,Unassigned,,NAN,,,10th Graders,engl,English Instruction,Ambitious Instruction,Student,43
2025,Unassigned,,NAN,,,11th Graders,engl,English Instruction,Ambitious Instruction,Student,69
2025,Unassigned,,NAN,,,12th Graders,engl,English Instruction,Ambitious Instruction,Student,99
2025,Unassigned,,NAN,,,Black/African Am,engl,English Instruction,Ambitious Instruction,Student,64
2025,Unassigned,,NAN,,,Non-ELL,engl,English Instruction,Ambitious Instruction,Student,61
2025,Unassigned,,NAN,,,FRL,engl,English Instruction,Ambitious Instruction,Student,63
2025,Unassigned,,NAN,,,Non-FRL,engl,English Instruction,Ambitious Instruction,Student,56
2025,Unassigned,,NAN,,,IEP,engl,English Instruction,Ambitious Instruction,Student,57
2025,Unassigned,,NAN,,,Non-IEP,engl,English Instruction,Ambitious Instruction,Student,62
2025,Unassigned,Horizon Science Academy - Denison Middle,HORIZON SCIENCE ACADEMY DENISON MIDDLE,,1,All,engl,English Instruction,Ambitious Instruction,Student,51
2025,Unassigned,,NAN,,,Boys,engl,English Instruction,Ambitious Instruction,Student,50
2025,Unassigned,,NAN,,,Girls,engl,English Instruction,Ambitious Instruction,Student,53
2025,Unassigned,,NAN,,,5th Graders,engl,English Instruction,Ambitious Instruction,Student,60
2025,Unassigned,,NAN,,,6th Graders,engl,English Instruction,Ambitious Instruction,Student,60
2025,Unassigned,,NAN,,,7th Graders,engl,English Instruction,Ambitious Instruction,Student,56
2025,Unassigned,,NAN,,,8th Graders,engl,English Instruction,Ambitious Instruction,Student,50
2025,Unassigned,,NAN,,,Black/African Am,engl,English Instruction,Ambitious Instruction,Student,55
2025,Unassigned,,NAN,,,Latino,engl,English Instruction,Ambitious Instruction,Student,53
2025,Unassigned,,NAN,,,White,engl,English Instruction,Ambitious Instruction,Student,55
2025,Unassigned,,NAN,,,ELL,engl,English Instruction,Ambitious Instruction,Student,41
2025,Unassigned,,NAN,,,Non-ELL,engl,English Instruction,Ambitious Instruction,Student,54
2025,Unassigned,,NAN,,,FRL,engl,English Instruction,Ambitious Instruction,Student,53
2025,Unassigned,,NAN,,,Non-FRL,engl,English Instruction,Ambitious Instruction,Student,47
2025,Unassigned,,NAN,,,IEP,engl,English Instruction,Ambitious Instruction,Student,33
2025,Unassigned,,NAN,,,Non-IEP,engl,English Instruction,Ambitious Instruction,Student,55
2025,Unassigned,Horizon Science Academy - Lorain,HORIZON SCIENCE ACADEMY LORAIN,,1,All,engl,English Instruction,Ambitious Instruction,Student,36
2025,Unassigned,,NAN,,,Boys,engl,English Instruction,Ambitious Instruction,Student,31
